Order ID,Order Date,Customer ID,Customer Name,Address Line 1,City,Country,Postcode,Loyalty Card,Product ID,Coffee Type,Roast Type,Quantity,Size,Unit Price,Price per 100g,Profit,Sales
PPP-78935-365,11-02-2021,91074-60023-IP,Abraham Coleman,40 Packers Alley,Honolulu,United States,96805,No,E-D-1,Excelsa,Dark,4,1,12.15,1.215,1.3365,48.6
JUO-34131-517,13-02-2019,07972-83748-JI,Rivy Farington,54400 Brickson Park Center,Corona,United States,92878,Yes,L-D-1,Liberica,Dark,6,1,12.95,1.295,1.6835,77.7
ZJE-89333-489,13-05-2022,08694-57330-XR,Vallie Kundt,3 Porter Hill,Ballivor,Ireland,D17,Yes,L-D-2.5,Liberica,Dark,1,2.5,29.785,1.1914,3.87205,29.785
LOO-35324-159,19-05-2020,68412-11126-YJ,Boyd Bett,353 Maple Wood Avenue,Washington,United States,20520,Yes,A-L-0.2,Arabica,Light,4,0.2,3.885,1.9425,0.34965,15.54
JBQ-93412-846,27-04-2022,69037-66822-DW,Julio Armytage,782 Spaight Center,Portumna,Ireland,V31,Yes,E-L-2.5,Excelsa,Light,4,2.5,34.155,1.3662,3.75705,136.62
EHX-66333-637,09-09-2020,01297-94364-XH,Deana Staite,39 Dunning Hill,Houston,United States,77281,No,L-M-0.5,Liberica,Medium,2,0.5,8.73,1.746,1.1349,17.46
WXG-25759-236,10-03-2021,39919-06540-ZI,Winn Keyse,02688 Duke Park,Orange,United States,92668,Yes,E-L-2.5,Excelsa,Light,2,2.5,34.155,1.3662,3.75705,68.31
QNA-31113-984,07-04-2019,60512-78550-WS,Osmund Clausen-Thue,2163 Dexter Hill,El Paso,United States,88553,No,L-M-0.2,Liberica,Medium,4,0.2,4.365,2.1825,0.56745,17.46
ZWI-52029-159,12-07-2020,40172-12000-AU,Leonore Francisco,48757 Bay Parkway,Carson City,United States,89714,No,L-M-1,Liberica,Medium,3,1,14.55,1.455,1.8915,43.65
ZWI-52029-159,12-07-2020,40172-12000-AU,Leonore Francisco,48757 Bay Parkway,Carson City,United States,89714,No,E-M-1,Excelsa,Medium,2,1,13.75,1.375,1.5125,27.5
DFS-49954-707,21-12-2021,39019-13649-CL,Giacobo Skingle,61617 Roth Street,Provo,United States,84605,Yes,E-D-0.2,Excelsa,Dark,5,0.2,3.645,1.8225,0.40095,18.225
VYP-89830-878,04-10-2020,12715-05198-QU,Gerard Pirdy,74 Becker Lane,Boca Raton,United States,33487,Yes,A-M-2.5,Arabica,Medium,2,2.5,25.875,1.035,2.32875,51.75
AMT-40418-362,08-08-2020,04513-76520-QO,Jacinthe Balsillie,2 Heffernan Center,Roanoke,United States,24040,Yes,L-D-1,Liberica,Dark,1,1,12.95,1.295,1.6835,12.95
NFQ-23241-793,11-10-2020,88446-59251-SQ,Quinton Fouracres,53 New Castle Point,Des Moines,United States,50369,Yes,A-M-1,Arabica,Medium,3,1,11.25,1.125,1.0125,33.75
JQK-64922-985,10-11-2021,23779-10274-KN,Bettina Leffek,0688 Burning Wood Point,Honolulu,United States,96805,Yes,R-M-2.5,Robust,Medium,3,2.5,22.885,0.9154,1.3731,68.655
YET-17732-678,20-06-2021,57235-92842-DK,Hetti Penson,16 Dottie Point,Fort Lauderdale,United States,33345,No,R-D-0.2,Robust,Dark,1,0.2,2.685,1.3425,0.1611,2.685
NKW-24945-846,04-10-2021,75977-30364-AY,Jocko Pray,7764 Thackeray Hill,Philadelphia,United States,19172,No,A-D-2.5,Arabica,Dark,5,2.5,22.885,0.9154,2.05965,114.425
VKA-82720-513,24-06-2019,12299-30914-NG,Grete Holborn,124 Sycamore Point,Norwalk,United States,6854,Yes,A-M-2.5,Arabica,Medium,6,2.5,25.875,1.035,2.32875,155.25
THA-60599-417,26-10-2019,59971-35626-YJ,Fielding Keinrat,99382 Hagan Hill,Arlington,United States,76011,Yes,A-M-2.5,Arabica,Medium,3,2.5,25.875,1.035,2.32875,77.625
MEK-39769-035,27-06-2021,15380-76513-PS,Paulo Yea,9760 Nelson Lane,Ashford,Ireland,H12,No,R-D-2.5,Robust,Dark,3,2.5,20.585,0.8234,1.2351,61.755
JAF-18294-750,06-09-2019,73564-98204-EY,Say Risborough,57914 Brentwood Junction,Chattanooga,United States,37416,Yes,R-D-2.5,Robust,Dark,6,2.5,20.585,0.8234,1.2351,123.51
TME-59627-221,30-04-2021,72282-40594-RX,Alexa Sizey,198 Lighthouse Bay Avenue,Portland,United States,97296,No,L-L-2.5,Liberica,Light,6,2.5,36.455,1.4582,4.73915,218.73
UDG-65353-824,07-01-2020,17514-94165-RJ,Kari Swede,94 Pleasure Circle,Oklahoma City,United States,73135,No,E-M-0.5,Excelsa,Medium,4,0.5,8.25,1.65,0.9075,33
ENQ-42923-176,11-01-2021,56248-75861-JX,Leontine Rubrow,352 Jana Center,Washington,United States,20520,No,A-L-0.5,Arabica,Light,3,0.5,7.77,1.554,0.6993,23.31
CBT-55781-720,15-11-2021,97855-54761-IS,Dottie Tift,581 Forest Run Avenue,Greensboro,United States,27415,Yes,E-D-0.5,Excelsa,Dark,3,0.5,7.29,1.458,0.8019,21.87
NEU-86533-016,03-06-2019,96544-91644-IT,Gerardo Schonfeld,60 Spohn Plaza,Alexandria,United States,22313,No,R-D-0.2,Robust,Dark,6,0.2,2.685,1.3425,0.1611,16.11
BYU-58154-603,17-12-2020,51971-70393-QM,Claiborne Feye,601 Northridge Circle,Castlebridge,Ireland,R14,No,E-D-0.5,Excelsa,Dark,4,0.5,7.29,1.458,0.8019,29.16
EHJ-05910-257,07-02-2021,06812-11924-IK,Mina Elstone,6 Manley Plaza,Racine,United States,53405,Yes,R-D-1,Robust,Dark,6,1,8.95,0.895,0.537,53.7
EIL-44855-309,15-03-2021,59741-90220-OW,Sherman Mewrcik,44305 Scofield Park,Clearwater,United States,34629,Yes,R-D-0.5,Robust,Dark,5,0.5,5.37,1.074,0.3222,26.85
HCA-87224-420,04-08-2022,62682-27930-PD,Tamarah Fero,6 Fisk Street,Racine,United States,53405,Yes,E-M-0.5,Excelsa,Medium,5,0.5,8.25,1.65,0.9075,41.25
ABO-29054-365,19-01-2019,00256-19905-YG,Stanislaus Valsler,95 Southridge Alley,Castlebridge,Ireland,R14,No,A-M-0.5,Arabica,Medium,6,0.5,6.75,1.35,0.6075,40.5
TKN-58485-031,23-03-2022,38890-22576-UI,Felita Dauney,22484 Tomscot Lane,Castlebellingham,Ireland,Y34,No,R-D-1,Robust,Dark,2,1,8.95,0.895,0.537,17.9
RCK-04069-371,07-10-2021,94573-61802-PH,Serena Earley,66197 Onsgard Place,Craigavon,United Kingdom,BT66,No,E-L-2.5,Excelsa,Light,2,2.5,34.155,1.3662,3.75705,68.31
IRJ-67095-738,20-03-2019,86447-02699-UT,Minny Chamberlayne,1 Ridgeview Place,Tampa,United States,33686,Yes,E-M-2.5,Excelsa,Medium,2,2.5,31.625,1.265,3.47875,63.25
VEA-31961-977,15-12-2021,51432-27169-KN,Bartholemy Flaherty,045 Jana Place,Eadestown,Ireland,A86,No,E-D-0.5,Excelsa,Dark,3,0.5,7.29,1.458,0.8019,21.87
BAF-42286-205,08-06-2022,43074-00987-PB,Oran Colbeck,8984 Moulton Hill,Montgomery,United States,36195,No,R-M-2.5,Robust,Medium,4,2.5,22.885,0.9154,1.3731,91.54
WOR-52762-511,14-12-2019,04739-85772-QT,Elysee Sketch,2 Gina Drive,Sparks,United States,89436,Yes,E-L-2.5,Excelsa,Light,6,2.5,34.155,1.3662,3.75705,204.93
ZWK-03995-815,10-04-2021,28279-78469-YW,Ethelda Hobbing,1 Debs Place,Macon,United States,31205,Yes,E-M-2.5,Excelsa,Medium,2,2.5,31.625,1.265,3.47875,63.25
CKF-43291-846,10-03-2020,91829-99544-DS,Odille Thynne,26 Oakridge Way,Whittier,United States,90605,Yes,E-L-2.5,Excelsa,Light,1,2.5,34.155,1.3662,3.75705,34.155
RMW-74160-339,16-10-2020,38978-59582-JP,Emlynne Heining,439 West Point,Johnson City,United States,37605,Yes,R-L-2.5,Robust,Light,4,2.5,27.485,1.0994,1.6491,109.94
FMT-94584-786,08-10-2019,86504-96610-BH,Katerina Melloi,1930 Haas Way,Rochester,United States,14614,No,A-L-1,Arabica,Light,2,1,12.95,1.295,1.1655,25.9
NWT-78222-575,31-12-2019,75986-98864-EZ,Tiffany Scardafield,69737 Hanover Center,Portarlington,Ireland,R21,No,A-D-0.2,Arabica,Dark,1,0.2,2.985,1.4925,0.26865,2.985
EOI-02511-919,20-03-2020,66776-88682-RG,Abrahan Mussen,22974 Beilfuss Plaza,Brooklyn,United States,11254,No,E-L-0.2,Excelsa,Light,5,0.2,4.455,2.2275,0.49005,22.275
EOI-02511-919,20-03-2020,66776-88682-RG,Abrahan Mussen,22974 Beilfuss Plaza,Brooklyn,United States,11254,No,A-D-0.5,Arabica,Dark,5,0.5,5.97,1.194,0.5373,29.85
UCT-03935-589,29-03-2021,85851-78384-DM,Anny Mundford,5097 Mitchell Plaza,Charlottesville,United States,22908,No,R-D-0.5,Robust,Dark,6,0.5,5.37,1.074,0.3222,32.22
SBI-60013-494,12-11-2021,55232-81621-BX,Tory Walas,2673 Everett Place,Garland,United States,75044,No,E-M-0.2,Excelsa,Medium,2,0.2,4.125,2.0625,0.45375,8.25
QRA-73277-814,20-07-2021,80310-92912-JA,Isa Blazewicz,4646 Graceland Circle,Minneapolis,United States,55448,No,A-L-0.5,Arabica,Light,4,0.5,7.77,1.554,0.6993,31.08
EQE-31648-909,18-01-2019,19821-05175-WZ,Angie Rizzetti,24 Mendota Junction,Lansing,United States,48919,Yes,E-D-0.5,Excelsa,Dark,5,0.5,7.29,1.458,0.8019,36.45
QOO-24615-950,07-08-2019,01338-83217-GV,Mord Meriet,56000 Kedzie Alley,Grand Forks,United States,58207,No,R-M-2.5,Robust,Medium,3,2.5,22.885,0.9154,1.3731,68.655
WDV-73864-037,13-03-2022,66044-25298-TA,Lawrence Pratt,57 Monterey Avenue,Anchorage,United States,99522,Yes,L-M-0.5,Liberica,Medium,5,0.5,8.73,1.746,1.1349,43.65
PKR-88575-066,17-05-2022,28728-47861-TZ,Astrix Kitchingham,716 Shoshone Point,Oklahoma City,United States,73129,Yes,E-L-0.2,Excelsa,Light,1,0.2,4.455,2.2275,0.49005,4.455
BWR-85735-955,14-12-2019,32638-38620-AX,Burnard Bartholin,19600 Scofield Trail,Tulsa,United States,74103,Yes,L-M-1,Liberica,Medium,3,1,14.55,1.455,1.8915,43.65
YFX-64795-136,15-01-2020,83163-65741-IH,Madelene Prinn,39 Dahle Road,Detroit,United States,48211,Yes,L-M-2.5,Liberica,Medium,1,2.5,33.465,1.3386,4.35045,33.465
DDO-71442-967,12-04-2019,89422-58281-FD,Alisun Baudino,07 Charing Cross Circle,Washington,United States,20436,Yes,L-D-0.2,Liberica,Dark,5,0.2,3.885,1.9425,0.50505,19.425
ILQ-11027-588,29-03-2020,76293-30918-DQ,Philipa Petrushanko,08 Laurel Trail,Nenagh,Ireland,E45,Yes,E-D-1,Excelsa,Dark,6,1,12.15,1.215,1.3365,72.9
KRZ-13868-122,24-03-2022,86779-84838-EJ,Kimberli Mustchin,0043 Arkansas Court,Mesa,United States,85215,No,E-L-1,Excelsa,Light,3,1,14.85,1.485,1.6335,44.55
VRM-93594-914,21-07-2021,66806-41795-MX,Emlynne Laird,43451 Doe Crossing Trail,Warren,United States,44485,No,E-D-0.5,Excelsa,Dark,5,0.5,7.29,1.458,0.8019,36.45
HXL-22497-359,06-08-2019,64875-71224-UI,Marlena Howsden,0410 Autumn Leaf Drive,Memphis,United States,38150,No,A-L-1,Arabica,Light,3,1,12.95,1.295,1.1655,38.85
NOP-21394-646,23-05-2021,16982-35708-BZ,Nealson Cuttler,1 Melvin Circle,Washington,United States,20535,No,E-L-0.5,Excelsa,Light,6,0.5,8.91,1.782,0.9801,53.46
NOP-21394-646,23-05-2021,16982-35708-BZ,Nealson Cuttler,1 Melvin Circle,Washington,United States,20535,No,L-D-2.5,Liberica,Dark,2,2.5,29.785,1.1914,3.87205,59.57
NOP-21394-646,23-05-2021,16982-35708-BZ,Nealson Cuttler,1 Melvin Circle,Washington,United States,20535,No,L-D-2.5,Liberica,Dark,3,2.5,29.785,1.1914,3.87205,89.355
NOP-21394-646,23-05-2021,16982-35708-BZ,Nealson Cuttler,1 Melvin Circle,Washington,United States,20535,No,L-L-0.5,Liberica,Light,4,0.5,9.51,1.902,1.2363,38.04
NOP-21394-646,23-05-2021,16982-35708-BZ,Nealson Cuttler,1 Melvin Circle,Washington,United States,20535,No,E-M-1,Excelsa,Medium,3,1,13.75,1.375,1.5125,41.25
FTV-77095-168,08-04-2021,66708-26678-QK,Adriana Lazarus,9429 Porter Circle,Ogden,United States,84409,No,L-L-0.5,Liberica,Light,6,0.5,9.51,1.902,1.2363,57.06
BOR-02906-411,17-10-2021,08743-09057-OO,Tallie felip,9 Roth Point,Albany,United States,12205,Yes,L-D-2.5,Liberica,Dark,6,2.5,29.785,1.1914,3.87205,178.71
WMP-68847-770,16-02-2022,37490-01572-JW,Vanna Le - Count,69128 Ronald Regan Road,Spartanburg,United States,29305,No,L-L-0.2,Liberica,Light,1,0.2,4.755,2.3775,0.61815,4.755
TMO-22785-872,15-07-2020,01811-60350-CU,Sarette Ducarel,04922 Colorado Street,Staten Island,United States,10310,No,E-M-1,Excelsa,Medium,6,1,13.75,1.375,1.5125,82.5
TJG-73587-353,22-02-2020,24766-58139-GT,Kendra Glison,1 Kipling Lane,Washington,United States,20337,Yes,R-D-0.2,Robust,Dark,3,0.2,2.685,1.3425,0.1611,8.055
OOU-61343-455,15-01-2021,90123-70970-NY,Nertie Poolman,356 Service Way,Charlotte,United States,28225,No,A-M-1,Arabica,Medium,2,1,11.25,1.125,1.0125,22.5
RMA-08327-369,11-01-2021,93809-05424-MG,Orbadiah Duny,62772 Arkansas Pass,Lubbock,United States,79491,Yes,A-M-0.5,Arabica,Medium,6,0.5,6.75,1.35,0.6075,40.5
SFB-97929-779,08-04-2022,85425-33494-HQ,Constance Halfhide,75275 Sunnyside Center,Fermoy,Ireland,P61,Yes,E-D-0.5,Excelsa,Dark,4,0.5,7.29,1.458,0.8019,29.16
AUP-10128-606,01-10-2020,54387-64897-XC,Fransisco Malecky,11 Dakota Lane,Whitwell,United Kingdom,DL10,No,A-M-0.5,Arabica,Medium,1,0.5,6.75,1.35,0.6075,6.75
YTW-40242-005,28-10-2019,01035-70465-UO,Anselma Attwater,72 Maryland Terrace,Charlottesville,United States,22908,Yes,L-D-1,Liberica,Dark,4,1,12.95,1.295,1.6835,51.8
QTR-19001-114,21-11-2019,01035-70465-UO,Anselma Attwater,72 Maryland Terrace,Charlottesville,United States,22908,Yes,A-D-1,Arabica,Dark,2,1,9.95,0.995,0.8955,19.9
PRP-53390-819,28-03-2021,84260-39432-ML,Minette Whellans,3 High Crossing Way,New York City,United States,10105,No,E-L-0.5,Excelsa,Light,6,0.5,8.91,1.782,0.9801,53.46
GSJ-01065-125,31-03-2020,69779-40609-RS,Dael Camilletti,782 American Terrace,Roanoke,United States,24009,Yes,E-D-0.2,Excelsa,Dark,4,0.2,3.645,1.8225,0.40095,14.58
YQU-65147-580,26-03-2022,80247-70000-HT,Emiline Galgey,6 Park Meadow Plaza,New York City,United States,10009,No,R-D-2.5,Robust,Dark,1,2.5,20.585,0.8234,1.2351,20.585
QPM-95832-683,06-11-2019,35058-04550-VC,Murdock Hame,0 Burning Wood Drive,Balally,Ireland,D04,No,L-L-1,Liberica,Light,2,1,15.85,1.585,2.0605,31.7
BNQ-88920-567,30-12-2019,27226-53717-SY,Ilka Gurnee,1 Troy Circle,Salt Lake City,United States,84120,No,L-D-0.2,Liberica,Dark,6,0.2,3.885,1.9425,0.50505,23.31
PUX-47906-110,01-10-2021,02002-98725-CH,Alfy Snowding,1691 Comanche Lane,Toledo,United States,43635,Yes,L-M-1,Liberica,Medium,4,1,14.55,1.455,1.8915,58.2
COL-72079-610,09-12-2020,38487-01549-MV,Godfry Poinsett,75026 Monica Parkway,Pasadena,United States,91131,No,E-L-0.5,Excelsa,Light,4,0.5,8.91,1.782,0.9801,35.64
LBC-45686-819,01-05-2021,98573-41811-EQ,Rem Furman,91239 Ilene Hill,Kinsale,Ireland,P17,Yes,A-M-1,Arabica,Medium,5,1,11.25,1.125,1.0125,56.25
BLQ-03709-265,04-08-2022,72463-75685-MV,Charis Crosier,54506 Arapahoe Center,Lees Summit,United States,64082,No,R-L-0.2,Robust,Light,3,0.2,3.585,1.7925,0.2151,10.755
BLQ-03709-265,04-08-2022,72463-75685-MV,Charis Crosier,54506 Arapahoe Center,Lees Summit,United States,64082,No,R-M-0.2,Robust,Medium,5,0.2,2.985,1.4925,0.1791,14.925
VFZ-91673-181,13-11-2021,10225-91535-AI,Lenka Rushmer,70379 Canary Plaza,Irvine,United States,92619,Yes,A-L-1,Arabica,Light,6,1,12.95,1.295,1.1655,77.7
WKD-81956-870,16-09-2020,48090-06534-HI,Waneta Edinborough,1 Golden Leaf Hill,Hicksville,United States,11854,No,L-D-0.5,Liberica,Dark,3,0.5,7.77,1.554,1.0101,23.31
TNI-91067-006,05-10-2020,80444-58185-FX,Bobbe Piggott,812 Erie Court,Washington,United States,20546,Yes,E-L-1,Excelsa,Light,4,1,14.85,1.485,1.6335,59.4
IZA-61469-812,06-01-2020,13561-92774-WP,Ketty Bromehead,69 Birchwood Place,New York City,United States,10060,Yes,L-D-2.5,Liberica,Dark,4,2.5,29.785,1.1914,3.87205,119.14
PSS-22466-862,21-05-2021,11550-78378-GE,Elsbeth Westerman,7 Packers Court,Newmarket on Fergus,Ireland,P17,No,R-L-0.2,Robust,Light,4,0.2,3.585,1.7925,0.2151,14.34
REH-56504-397,26-02-2020,90961-35603-RP,Anabelle Hutchens,8 Russell Plaza,Shawnee Mission,United States,66276,No,A-M-2.5,Arabica,Medium,5,2.5,25.875,1.035,2.32875,129.375
ALA-62598-016,19-02-2020,57145-03803-ZL,Noak Wyvill,47 Declaration Alley,Edinburgh,United Kingdom,EH9,Yes,R-D-0.2,Robust,Dark,6,0.2,2.685,1.3425,0.1611,16.11
EYE-70374-835,29-06-2021,89115-11966-VF,Beltran Mathon,6131 Huxley Pass,Sacramento,United States,94291,No,R-L-0.2,Robust,Light,5,0.2,3.585,1.7925,0.2151,17.925
CCZ-19589-212,27-03-2021,05754-41702-FG,Kristos Streight,5 Anderson Court,Wilkes Barre,United States,18706,No,L-M-0.2,Liberica,Medium,2,0.2,4.365,2.1825,0.56745,8.73
BPT-83989-157,27-10-2021,84269-49816-ML,Portie Cutchie,5 Esch Parkway,Greensboro,United States,27499,No,A-M-2.5,Arabica,Medium,2,2.5,25.875,1.035,2.32875,51.75
YFH-87456-208,12-06-2019,23600-98432-ME,Sinclare Edsell,226 Harper Place,Newark,United States,19725,Yes,L-M-0.2,Liberica,Medium,2,0.2,4.365,2.1825,0.56745,8.73
JLN-14700-924,28-06-2020,79058-02767-CP,Conny Gheraldi,28998 Cottonwood Point,Kinloch,United Kingdom,PH43,No,L-L-0.2,Liberica,Light,5,0.2,4.755,2.3775,0.61815,23.775
JVW-22582-137,23-03-2021,89208-74646-UK,Beryle Kenwell,62 Dayton Drive,Honolulu,United States,96825,No,E-M-0.2,Excelsa,Medium,5,0.2,4.125,2.0625,0.45375,20.625
LAA-41879-001,10-02-2022,11408-81032-UR,Tomas Sutty,736 Mosinee Court,New York City,United States,10150,No,L-L-2.5,Liberica,Light,1,2.5,36.455,1.4582,4.73915,36.455
BRV-64870-915,16-04-2019,32070-55528-UG,Samuele Ales0,0023 Westport Terrace,Ballinroad,Ireland,D07,No,L-L-2.5,Liberica,Light,5,2.5,36.455,1.4582,4.73915,182.275
RGJ-12544-083,12-02-2020,48873-84433-PN,Carlie Harce,8 Melrose Center,Dç…¤n Laoghaire,Ireland,A96,No,L-D-2.5,Liberica,Dark,3,2.5,29.785,1.1914,3.87205,89.355
JJX-83339-346,02-01-2022,32928-18158-OW,Craggy Bril,955 Ridge Oak Street,Cincinnati,United States,45218,Yes,R-L-0.2,Robust,Light,1,0.2,3.585,1.7925,0.2151,3.585
BIU-21970-705,07-12-2020,89711-56688-GG,Friederike Drysdale,0229 Hovde Hill,Midland,United States,48670,Yes,R-M-2.5,Robust,Medium,2,2.5,22.885,0.9154,1.3731,45.77
ELJ-87741-745,20-02-2020,48389-71976-JB,Devon Magowan,42 Sloan Way,Cheyenne,United States,82007,No,E-L-1,Excelsa,Light,4,1,14.85,1.485,1.6335,59.4
SGI-48226-857,11-06-2020,84033-80762-EQ,Codi Littrell,3 Colorado Lane,Atlanta,United States,31119,Yes,A-M-2.5,Arabica,Medium,6,2.5,25.875,1.035,2.32875,155.25
AHV-66988-037,08-09-2020,12743-00952-KO,Christel Speak,8 Crowley Place,Duluth,United States,30096,No,R-M-2.5,Robust,Medium,2,2.5,22.885,0.9154,1.3731,45.77
ISK-42066-094,28-03-2020,41505-42181-EF,Sibella Rushbrooke,00901 Marquette Plaza,Sacramento,United States,94250,Yes,E-D-1,Excelsa,Dark,3,1,12.15,1.215,1.3365,36.45
FTC-35822-530,10-10-2020,14307-87663-KB,Tammie Drynan,5776 Coleman Circle,Tampa,United States,33661,Yes,E-D-0.5,Excelsa,Dark,4,0.5,7.29,1.458,0.8019,29.16
VSS-56247-688,21-05-2022,08360-19442-GB,Effie Yurkov,970 Northport Pass,Honolulu,United States,96805,No,L-M-2.5,Liberica,Medium,4,2.5,33.465,1.3386,4.35045,133.86
HVW-25584-144,30-04-2020,93405-51204-UW,Lexie Mallan,43 Longview Center,Baton Rouge,United States,70820,Yes,L-L-0.2,Liberica,Light,5,0.2,4.755,2.3775,0.61815,23.775
MUY-15309-209,12-12-2021,97152-03355-IW,Georgena Bentjens,4738 Bashford Crossing,Newbiggin,United Kingdom,NE46,No,L-D-1,Liberica,Dark,3,1,12.95,1.295,1.6835,38.85
VAJ-44572-469,27-10-2020,79216-73157-TE,Delmar Beasant,856 Colorado Way,Kilkenny,Ireland,R95,Yes,R-L-0.2,Robust,Light,6,0.2,3.585,1.7925,0.2151,21.51
YJU-84377-606,07-07-2020,20259-47723-AC,Lyn Entwistle,54 Canary Terrace,Minneapolis,United States,55458,Yes,A-D-1,Arabica,Dark,1,1,9.95,0.995,0.8955,9.95
OGB-91614-810,18-02-2020,08909-77713-CG,Mercedes Acott,37340 Lerdahl Avenue,Charlotte,United States,28225,Yes,R-M-0.2,Robust,Medium,1,0.2,2.985,1.4925,0.1791,2.985
BQI-61647-496,13-06-2021,84340-73931-VV,Connor Heaviside,941 Graceland Terrace,Phoenix,United States,85099,Yes,E-M-1,Excelsa,Medium,5,1,13.75,1.375,1.5125,68.75
IOM-51636-823,06-08-2022,04609-95151-XH,Devy Bulbrook,567 Farmco Hill,Jamaica,United States,11407,No,A-D-1,Arabica,Dark,3,1,9.95,0.995,0.8955,29.85
GGD-38107-641,23-11-2021,99562-88650-YF,Leia Kernan,76 Briar Crest Avenue,Champaign,United States,61825,No,L-M-1,Liberica,Medium,4,1,14.55,1.455,1.8915,58.2
LTO-95975-728,13-10-2021,46560-73885-PJ,Rosaline McLae,1065 Myrtle Center,Swindon,United Kingdom,SN1,No,R-L-0.5,Robust,Light,4,0.5,7.17,1.434,0.4302,28.68
IGM-84664-265,31-08-2021,80179-44620-WN,Cleve Blowfelde,72657 Shelley Alley,Tucson,United States,85715,No,R-L-0.5,Robust,Light,3,0.5,7.17,1.434,0.4302,21.51
VNC-93921-469,31-01-2020,04666-71569-RI,Zacharias Kiffe,32764 Buell Pass,Milwaukee,United States,53205,Yes,L-L-1,Liberica,Light,1,1,15.85,1.585,2.0605,15.85
SKO-45740-621,16-01-2020,04666-71569-RI,Zacharias Kiffe,32764 Buell Pass,Milwaukee,United States,53205,Yes,L-M-0.5,Liberica,Medium,2,0.5,8.73,1.746,1.1349,17.46
FOJ-02234-063,25-04-2022,59081-87231-VP,Denyse O'Calleran,6384 Darwin Avenue,Pompano Beach,United States,33064,Yes,E-D-2.5,Excelsa,Dark,1,2.5,27.945,1.1178,3.07395,27.945
MSJ-11909-468,13-11-2021,07878-45872-CC,Cobby Cromwell,45604 Bunker Hill Court,Whittier,United States,90610,No,E-D-2.5,Excelsa,Dark,5,2.5,27.945,1.1178,3.07395,139.725
DKB-78053-329,08-06-2021,12444-05174-OO,Irv Hay,667 Florence Drive,Sheffield,United Kingdom,S33,No,R-M-0.2,Robust,Medium,2,0.2,2.985,1.4925,0.1791,5.97
DFZ-45083-941,21-11-2020,34665-62561-AU,Tani Taffarello,26 Linden Center,Saint Louis,United States,63180,Yes,R-L-2.5,Robust,Light,1,2.5,27.485,1.0994,1.6491,27.485
OTA-40969-710,14-03-2019,77877-11993-QH,Monique Canty,21342 Schiller Parkway,Erie,United States,16522,Yes,R-L-1,Robust,Light,5,1,11.95,1.195,0.717,59.75
GRH-45571-667,16-08-2019,32291-18308-YZ,Javier Kopke,04 Hanson Junction,Tacoma,United States,98464,No,E-M-1,Excelsa,Medium,3,1,13.75,1.375,1.5125,41.25
NXV-05302-067,22-04-2019,25754-33191-ZI,Mar McIver,6 Carberry Pass,Richmond,United States,23277,No,L-M-2.5,Liberica,Medium,4,2.5,33.465,1.3386,4.35045,133.86
VZH-86274-142,02-05-2022,53120-45532-KL,Arabella Fransewich,675 Ruskin Road,Kinsealy-Drinan,Ireland,D17,Yes,R-L-1,Robust,Light,5,1,11.95,1.195,0.717,59.75
KIX-93248-135,11-02-2020,36605-83052-WB,Violette Hellmore,87597 Butternut Alley,Little Rock,United States,72204,Yes,A-D-0.5,Arabica,Dark,1,0.5,5.97,1.194,0.5373,5.97
AXR-10962-010,28-03-2021,53683-35977-KI,Myles Seawright,5021 Summit Drive,Newton,United Kingdom,NG34,No,E-D-1,Excelsa,Dark,2,1,12.15,1.215,1.3365,24.3
IHS-71573-008,08-05-2021,07972-83134-NM,Silvana Northeast,4306 Northfield Place,Sparks,United States,89436,Yes,E-D-0.2,Excelsa,Dark,6,0.2,3.645,1.8225,0.40095,21.87
WBK-62297-910,17-05-2021,25514-23938-IQ,Monica Fearon,41524 Mandrake Center,Denton,United States,76210,No,A-D-0.2,Arabica,Dark,2,0.2,2.985,1.4925,0.26865,5.97
OGY-19377-175,09-07-2019,49084-44492-OJ,Barney Chisnell,5915 Hallows Court,Tullamore,Ireland,R35,Yes,E-D-0.5,Excelsa,Dark,1,0.5,7.29,1.458,0.8019,7.29
ESR-66651-814,20-05-2020,76624-72205-CK,Jasper Sisneros,38 Dryden Plaza,Raleigh,United States,27635,Yes,A-D-0.2,Arabica,Dark,4,0.2,2.985,1.4925,0.26865,11.94
CPX-46916-770,27-08-2021,12729-50170-JE,Zachariah Carlson,4825 Bowman Crossing,Shankill,Ireland,A98,Yes,R-L-1,Robust,Light,6,1,11.95,1.195,0.717,71.7
MDC-03318-645,30-04-2022,43974-44760-QI,Warner Maddox,6223 North Hill,New York City,United States,10105,No,A-L-0.2,Arabica,Light,2,0.2,3.885,1.9425,0.34965,7.77
SFF-86059-407,03-06-2020,30585-48726-BK,Donnie Hedlestone,02670 Superior Way,Stamford,United States,6905,No,A-M-2.5,Arabica,Medium,1,2.5,25.875,1.035,2.32875,25.875
SCL-94540-788,13-06-2022,16123-07017-TY,Teddi Crowthe,7 Eastlawn Alley,Toledo,United States,43666,No,E-L-2.5,Excelsa,Light,6,2.5,34.155,1.3662,3.75705,204.93
HVU-21634-076,10-06-2020,27723-45097-MH,Dorelia Bury,305 Holy Cross Way,Castleblayney,Ireland,A75,Yes,R-L-2.5,Robust,Light,4,2.5,27.485,1.0994,1.6491,109.94
